Name,iL3,hL3,lL3
SRAE_1000281900,8.45,19.02,42.37
SRAE_1000281800,0.14,0.76,11.32
SRAE_2000287300,16.36,57.57,54.72
SRAE_2000287200,23.04,2.49,0.46
SRAE_1000281700,1.49,5.16,14.44
SRAE_2000287100,111.12,119.31,139.08
SRAE_1000281600,10.73,26.33,138.59
SRAE_2000287000,5.63,10.51,5.91
SRAE_2000286900,11.57,19.47,31.23
SRAE_1000281500,5.85,15.25,50.30
SRAE_2000286800,18.94,1.25,16.67
SRAE_1000281400,23.22,3.63,68.88
SRAE_1000281300,12.82,5.46,77.99
SRAE_1000281200,10.54,0.54,3.56
SRAE_2000286700,6.28,49.42,40.60
SRAE_2000286600,162.18,538.64,838.84
SRAE_2000286500,2.30,20.08,23.50
SRAE_1000281100,34.18,25.58,130.07
SRAE_1000281000,26.92,41.42,190.33
SRAE_1000280900,8.64,36.76,175.03
SRAE_1000280800,87.55,12.13,56.07
SRAE_2000286400,7.99,4.89,4.25
SRAE_1000280700,352.68,69.27,346.49
SRAE_2000286300,31.74,11.61,24.47
SRAE_1000280600,54.82,36.65,270.40
SRAE_2000286200,7.40,6.62,14.82
SRAE_1000280500,40.28,40.68,162.69
SRAE_2000286100,23.24,66.51,69.01
SRAE_2000286000,2.94,39.73,64.57
SRAE_1000280400,52.52,49.20,231.02
SRAE_2000285900,2.64,1.42,2.26
SRAE_2000285800,6.90,1.46,3.42
SRAE_2000285700,27.43,64.07,107.87
SRAE_2000285600,9.68,20.15,8.21
SRAE_1000280300,46.68,10.71,30.00
SRAE_2000285500,4.75,11.03,23.56
SRAE_1000280200,19.86,0.53,0.00
SRAE_2000285400,8.09,1.48,0.52
SRAE_1000280100,11.39,4.29,4.92
SRAE_2000285300,5.77,105.31,133.98
SRAE_1000280000,2.96,0.98,3.23
SRAE_2000285200,133.06,627.35,1337.43
SRAE_1000279900,36.12,1.58,3.92
SRAE_2000285100,11.71,77.85,78.59
SRAE_2000285000,206.39,149.68,359.62
SRAE_2000284900,7.86,21.49,22.48
SRAE_1000279800,21.70,4.27,8.12
SRAE_2000284800,14.14,10.71,11.49
SRAE_1000279700,13.72,0.00,0.00
SRAE_1000279600,40.92,1.80,0.00
SRAE_2000284700,26.52,4.70,13.81
SRAE_1000279500,18.25,172.19,638.92
SRAE_1000279400,54.65,69.29,258.84
SRAE_1000279300,161.70,66.29,413.40
SRAE_2000284600,10.88,24.13,56.05
SRAE_2000284500,8.65,0.00,3.34
SRAE_2000284400,17.96,26.79,21.68
SRAE_1000279200,8.25,36.45,133.24
SRAE_2000284300,93.88,131.93,215.96
SRAE_1000279100,20.46,3.29,27.47
SRAE_2000284200,43.48,22.70,26.28
SRAE_1000279000,59.32,187.99,647.07
SRAE_1000278900,9.53,25.67,280.88
SRAE_1000278800,14.90,203.52,1448.50
SRAE_2000284100,22.86,1.32,1.39
SRAE_2000284000,11.91,2.09,4.12
SRAE_1000278700,24.52,44.84,159.94
SRAE_2000283900,16.28,3.01,0.39
SRAE_2000283800,11.21,3.44,6.05
SRAE_2000283700,1.10,0.36,2.54
SRAE_2000283600,16.90,121.37,129.99
SRAE_2000283500,24.66,107.92,208.92
SRAE_2000283400,54.08,72.26,162.99
SRAE_2000283300,25.01,65.25,72.29
SRAE_1000278600,1.98,6.12,14.67
SRAE_2000283200,6.11,8.49,11.46
SRAE_2000283100,6.03,38.06,45.88
SRAE_1000278500,62.22,47.56,222.01
SRAE_2000283000,6.72,59.67,87.14
SRAE_1000278400,300.80,520.21,2565.95
SRAE_1000278300,23.56,80.82,418.95
SRAE_1000278200,5.86,3.21,5.79
SRAE_2000282900,35.67,108.50,159.12
SRAE_1000278100,15.78,60.44,281.79
SRAE_1000278000,22.53,84.47,476.97
SRAE_2000282800,2.79,0.34,0.40
SRAE_1000277900,287.55,19.08,115.45
SRAE_1000277800,6.24,6.54,26.28
SRAE_1000277700,24.24,63.04,246.29
SRAE_2000282700,2.88,20.68,16.63
SRAE_2000282600,3.41,0.00,0.00
SRAE_2000282500,18.69,0.42,2.98
SRAE_2000282400,25.13,50.94,80.11
SRAE_1000277600,12.50,20.98,57.37
SRAE_1000277500,2.66,1.92,7.86
SRAE_1000277400,11.54,0.00,7.79
SRAE_2000282300,14.24,21.52,47.37
SRAE_1000277300,6.25,11.33,51.15
SRAE_2000282200,57.79,162.47,344.34
SRAE_2000282100,12.88,12.66,25.73
SRAE_1000277200,8.62,74.54,400.03
SRAE_1000277100,18.02,102.23,685.04
SRAE_2000282000,8.05,6.81,5.14
SRAE_1000277000,29.16,7.92,62.56
SRAE_2000281900,21.29,62.70,108.44
SRAE_2000281800,8.75,17.47,12.05
SRAE_1000276900,34.35,7.22,14.34
SRAE_2000281700,18.80,22.37,40.05
SRAE_2000281600,48.34,34.04,30.84
SRAE_1000276800,5.99,7.02,12.85
SRAE_1000276700,34.45,32.07,125.74
SRAE_2000281500,79.71,47.00,83.80
SRAE_1000276600,16.01,10.00,75.64
SRAE_2000281400,6.02,0.26,1.50
SRAE_1000276500,23.31,9.92,79.83
SRAE_1000276400,9.41,90.66,535.75
SRAE_2000281300,16.43,15.20,15.35
SRAE_1000276300,2.68,7.56,72.57
SRAE_1000276200,0.88,1.16,9.24
SRAE_1000276100,107.69,164.49,991.60
SRAE_2000281200,23.81,28.58,38.94
SRAE_1000276000,15.35,33.97,220.04
SRAE_2000281100,9.17,58.34,68.20
SRAE_2000281000,18.78,31.63,34.17
SRAE_1000275900,24.31,81.77,222.55
SRAE_2000280900,26.19,130.82,155.66
SRAE_1000275800,1.20,8.99,57.78
SRAE_2000280800,35.45,65.81,114.27
SRAE_1000275700,1.29,9.06,27.53
SRAE_2000280700,31.90,4.12,0.80
SRAE_2000280600,15.88,23.96,15.56
SRAE_1000275600,9.87,43.38,125.44
SRAE_1000275500,12.66,51.53,197.99
SRAE_1000275400,14.96,30.57,156.19
SRAE_2000280500,89.38,19.07,28.05
SRAE_1000275300,6.83,8.11,58.42
SRAE_2000280400,46.83,45.87,76.85
SRAE_1000275200,28.03,66.03,246.40
SRAE_2000280300,6.04,1.11,7.48
SRAE_1000275100,3.55,11.18,44.15
SRAE_1000275000,15.88,89.40,491.77
SRAE_2000280200,21.11,75.78,165.30
SRAE_1000274900,3.97,8.87,39.34
SRAE_2000280100,6.77,28.00,39.59
SRAE_2000280000,112.41,187.44,414.65
SRAE_2000279900,8.67,29.50,63.79
SRAE_2000279800,65.34,19.95,65.29
SRAE_1000274800,13.60,30.89,138.42
SRAE_2000279700,66.11,207.07,229.49
SRAE_2000279600,291.78,3525.14,9510.53
SRAE_2000279500,13.37,1.09,0.00
SRAE_2000279400,8.24,22.39,63.62
SRAE_1000274700,49.17,301.55,1148.03
SRAE_1000274600,3.36,0.16,0.00
SRAE_2000279300,5.85,1.54,4.27
SRAE_2000279200,77.83,122.38,187.01
SRAE_2000279100,26.20,18.37,28.07
SRAE_1000274500,7.10,0.39,2.60
SRAE_1000274400,7.07,1.32,9.83
SRAE_1000274300,30.69,1.24,26.58
SRAE_1000274200,10.03,1.87,3.43
SRAE_1000274100,27.91,43.57,95.46
SRAE_1000274000,41.16,112.39,523.07
SRAE_1000273900,17.22,19.41,128.48
SRAE_1000273800,27.40,2.89,0.00
SRAE_2000279000,66.31,24.00,32.44
SRAE_2000278900,1.46,2.15,2.79
SRAE_2000278800,27.45,12.43,19.14
SRAE_2000278700,13.03,33.06,19.60
SRAE_2000278600,2.55,48.92,48.93
SRAE_2000278500,2.02,10.16,26.32
SRAE_1000273700a,43.12,93.58,246.33
SRAE_1000273700b,42.80,102.70,265.67
SRAE_2000278400,50.60,103.61,85.68
SRAE_1000273500,23.33,22.69,120.17
SRAE_2000278300,40.92,69.83,104.03
SRAE_1000273400,39.42,14.48,13.07
SRAE_1000273300,4.55,19.79,70.24
SRAE_2000278200,70.59,210.55,249.82
SRAE_1000273200,0.89,0.14,0.00
SRAE_2000278100,18.10,62.97,89.53
SRAE_1000273100,8.37,51.50,131.86
SRAE_1000273000,19.67,97.55,448.10
SRAE_1000272900,11.39,6.95,15.19
SRAE_2000278000,51.99,70.70,114.25
SRAE_1000272800,25.55,6.58,34.65
SRAE_1000272700,28.42,50.35,205.38
SRAE_2000277900,112.48,137.41,310.64
SRAE_1000272600,24.29,28.97,85.72
SRAE_2000277800,115.94,92.34,122.12
SRAE_1000272500,127.60,129.70,375.99
SRAE_2000277700,34.06,66.56,95.31
SRAE_1000272400,4.78,0.00,0.00
SRAE_2000277600,6.01,7.79,4.71
SRAE_1000272300,1.97,0.00,2.87
SRAE_1000272200,49.17,219.20,1050.73
SRAE_2000277500,18.56,10.94,31.49
SRAE_2000277400,11.77,93.51,145.36
SRAE_2000277300,43.56,155.71,226.78
SRAE_1000272100,92.85,111.47,359.19
SRAE_2000277200,40.28,145.10,154.13
SRAE_1000272000,61.29,65.82,326.73
SRAE_2000277100,0.79,19.38,17.35
SRAE_1000271900,19.43,60.56,462.52
SRAE_2000277000,0.25,2.33,1.75
SRAE_2000276900,1.34,1.37,5.51
SRAE_1000271800,366.05,0.42,452.04
SRAE_2000276800,6.57,2.00,19.88
SRAE_2000276700,10.67,292.90,490.27
SRAE_1000271700,3.61,3.00,4.47
SRAE_2000276600,132.71,371.54,522.38
SRAE_1000271600,37.34,12.60,103.63
SRAE_2000276500,17.31,62.70,106.89
SRAE_1000271500,14.53,0.12,1.20
SRAE_1000271400,1.21,2.97,0.00
SRAE_2000276400,6.98,16.23,18.90
SRAE_1000271300,2.81,0.00,1.31
SRAE_1000271200,588.55,2.95,715.73
SRAE_1000271100,66.81,29.13,96.39
SRAE_1000271000,15.45,7.46,25.65
SRAE_1000270900,41.22,30.89,256.23
SRAE_1000270800,17.49,4.24,18.36
SRAE_2000276300,8.83,24.82,31.29
SRAE_1000270700,65.53,202.43,330.07
SRAE_2000276200,7.44,0.25,0.86
SRAE_1000270600,55.75,36.09,167.42
SRAE_2000276100,12.06,43.74,89.76
SRAE_1000270500,15.74,2.96,0.00
SRAE_1000270400,35.98,43.50,101.61
SRAE_2000276000,2.68,12.49,8.27
SRAE_1000270300,355.14,729.87,2670.92
SRAE_2000275900,7.81,11.33,39.06
SRAE_1000270200,48.44,19.05,189.09
SRAE_1000270100,17.92,28.00,74.84
SRAE_2000275800,25.43,14.67,25.76
SRAE_2000275700,7.08,8.13,7.07
SRAE_1000270000,22.73,13.49,44.65
SRAE_1000269900,148.51,340.75,1276.16
SRAE_2000275600,2.32,5.46,6.44
SRAE_2000275500,9.37,44.37,85.90
SRAE_1000269800,14.54,9.63,36.19
SRAE_2000275400,90.63,248.52,586.23
SRAE_2000275300,10.02,13.96,31.58
SRAE_1000269700,29.86,73.85,315.59
SRAE_2000275200,12.28,48.33,94.33
SRAE_2000275100,11.87,1.21,0.24
SRAE_1000269600,22.86,58.61,180.45
SRAE_2000275000,8.37,186.44,430.07
SRAE_2000274900,6.44,7.88,2.13
SRAE_1000269500,4.81,12.15,85.38
SRAE_2000274800,14.69,105.98,146.42
SRAE_1000269400,4.13,2.11,7.73
SRAE_2000274700,5.51,51.02,86.82
SRAE_2000274600,97.99,1699.81,1825.09
SRAE_2000274500,24.29,9.05,27.71
SRAE_1000269300,75.29,1.01,5.48
SRAE_2000274400,30.25,14.08,17.98
SRAE_2000274300,72.18,253.54,360.89
SRAE_1000269200,8.47,37.09,201.58
SRAE_2000274200,5.87,9.40,18.47
SRAE_2000274100,143.77,285.61,581.27
SRAE_2000274000,14.88,17.58,46.65
SRAE_1000269100,4.66,9.26,37.13
SRAE_2000273900,29.16,71.00,121.98
SRAE_1000269000,14.69,4.32,23.85
SRAE_2000273800,68.09,111.19,99.27
SRAE_1000268900,29.33,8.25,42.50
SRAE_1000268800,21.74,7.53,15.90
SRAE_1000268700,32.17,12.56,43.80
SRAE_2000273700,29.44,40.14,99.39
SRAE_2000273600,15.16,21.43,16.77
SRAE_1000268600,7.27,46.71,139.02
SRAE_1000268500,23.63,80.25,415.64
SRAE_1000268400,51.86,58.98,351.97
SRAE_1000268300,117.28,30.96,124.42
SRAE_1000268200,118.03,576.74,1929.31
SRAE_2000273500,16.06,25.62,37.86
SRAE_1000268100,274.64,7.96,577.91
SRAE_2000273400,6.46,15.02,23.72
SRAE_1000268000,23.93,47.65,254.91
SRAE_2000273300,11.65,5.55,10.49
SRAE_1000267900,15.74,15.91,75.55
SRAE_2000273200,11.87,24.28,27.25
SRAE_1000267800,14.75,22.33,88.05
SRAE_2000273100,8.61,8.03,13.97
SRAE_1000267700,16.79,7.84,9.16
SRAE_1000267600,22.91,25.01,161.84
SRAE_1000267500,33.64,245.85,693.63
SRAE_2000273050,2.51,0.82,2.74
SRAE_1000267400,1.23,0.15,0.00
SRAE_2000273000,17.79,55.52,114.63
SRAE_1000267300,2.56,62.73,502.26
SRAE_2000272900,26.17,69.14,92.63
SRAE_1000267200,15.42,33.33,157.31
SRAE_1000267100,40.92,39.53,201.42
SRAE_1000267000,22.09,95.39,277.67
SRAE_2000272800,26.77,75.65,76.63
SRAE_1000266900,57.58,123.43,522.92
SRAE_1000266800,67.79,342.76,1303.73
SRAE_2000272700,22.31,50.84,69.75
SRAE_1000266700,24.82,28.13,86.33
SRAE_1000266600,13.11,1.65,14.41
SRAE_2000272600,4.85,0.58,3.04
SRAE_1000266500,19.04,27.38,112.88
SRAE_2000272500,41.61,137.65,108.15
SRAE_1000266400,144.84,156.21,534.57
SRAE_2000272400,8.90,5.49,80.45
SRAE_1000266300,14.38,7.87,26.04
SRAE_2000272300,24.27,18.74,24.60
SRAE_1000266200,11.26,17.83,86.68
SRAE_1000266100,28.78,32.18,191.95
SRAE_1000266000,106.13,414.62,2261.51
SRAE_1000265900,258.62,310.55,1454.56
SRAE_2000272200,65.07,132.55,164.67
SRAE_1000265800,3.59,0.73,10.86
SRAE_2000272100,1.04,1.50,1.75
SRAE_1000265700,1.61,0.00,0.00
SRAE_1000265600,0.27,0.00,0.00
SRAE_2000272000,1.10,0.96,0.00
SRAE_1000265500,4.38,9.41,32.39
SRAE_2000271900,47.15,52.35,98.42
SRAE_2000271800,36.85,89.83,83.56
SRAE_2000271700,68.53,145.31,244.28
SRAE_1000265400,27.15,63.31,207.76
SRAE_2000271600,58.24,86.95,192.30
SRAE_2000271500,24.98,130.41,213.73
SRAE_1000265300,18.01,38.80,51.91
SRAE_2000271450,1.54,1.16,5.09
SRAE_1000265200,17.93,2.43,24.08
SRAE_1000265100,2.98,7.36,38.96
SRAE_2000271400,14.79,26.83,22.72
SRAE_1000265000,15.11,37.21,195.17
SRAE_2000271300,3.76,13.28,17.41
SRAE_1000264900,2.08,15.29,76.79
SRAE_2000271200,3.89,38.32,53.40
SRAE_1000264800,29.69,32.50,150.58
SRAE_2000271100,42.18,52.37,80.88
SRAE_1000264700,5.84,38.13,77.15
SRAE_1000264600,123.07,148.19,1043.51
SRAE_2000271000,783.53,1579.75,2595.63
SRAE_1000264500,12.50,5.43,50.23
SRAE_2000270900,7.48,10.77,28.26
SRAE_1000264400,18.14,26.34,153.37
SRAE_1000264300,9.58,7.46,18.52
SRAE_1000264200,21.72,5.93,8.62
SRAE_2000270800,5.15,4.79,7.48
SRAE_1000264100,1.94,5.53,21.72
SRAE_2000270700,16.81,7.60,15.13
SRAE_1000264000,21.95,24.77,68.19
SRAE_2000270600,2.33,6.30,12.69
SRAE_1000263900,40.02,43.42,188.14
SRAE_1000263800,26.08,16.37,181.33
SRAE_2000270500,49.86,15.23,34.50
SRAE_2000270400,107.22,334.45,452.95
SRAE_1000263700,33.71,12.08,83.56
SRAE_2000270300,2.41,4.99,7.70
SRAE_2000270200,17.17,46.99,61.83
SRAE_2000270100,10.23,40.84,43.03
SRAE_2000270050,10.71,69.02,95.85
SRAE_1000263600,3.10,0.19,0.47
SRAE_2000270000,23.29,49.88,89.55
SRAE_2000269900,4.85,9.99,7.30
SRAE_1000263500,0.90,1.54,0.38
SRAE_2000269800,27.41,13.66,17.58
SRAE_2000269700,14.73,19.53,13.43
SRAE_1000263400,5.22,40.32,80.66
SRAE_1000263300,129.35,429.07,3073.37
SRAE_2000269600,20.92,72.89,83.99
SRAE_2000269500,9.66,4.50,22.37
SRAE_1000263200,31.70,22.18,134.47
SRAE_2000269400,27.77,1.47,7.56
SRAE_1000263100,64.30,47.41,183.69
SRAE_2000269300,67.64,18.92,20.57
SRAE_1000263000,181.07,350.75,1263.47
SRAE_2000269200,97.39,28.43,26.49
SRAE_1000262900,16.08,70.08,199.35
SRAE_1000262800,10.09,42.77,114.80
SRAE_2000269100,14.28,2.25,2.30
SRAE_1000262700,110.49,111.90,341.19
SRAE_1000262600,141.81,160.64,475.99
SRAE_1000262500,16.09,15.19,57.22
SRAE_1000262400,44.73,106.21,477.97
SRAE_1000262300,8.91,1.74,0.00
SRAE_1000262200,22.09,81.23,203.76
SRAE_2000269000,32.15,27.23,41.48
SRAE_1000262100,83.63,69.38,325.28
SRAE_2000268900,5.58,18.59,23.32
SRAE_2000268800,21.74,2.02,1.42
SRAE_2000268700,7.82,74.59,150.48
SRAE_1000262000,41.15,23.95,63.21
SRAE_2000268600,57.48,37.90,69.43
SRAE_1000261900,32.00,38.45,104.10
SRAE_2000268500,255.54,152.34,148.02
SRAE_1000261800,63.70,47.85,219.05
SRAE_1000261700,32.84,73.58,195.34
SRAE_2000268400,413.35,238.78,192.91
SRAE_1000261600,13.75,12.54,41.86
SRAE_2000268300,390.71,125.75,165.23
SRAE_1000261500,36.13,2.34,27.89
SRAE_1000261400,7.17,4.38,6.87
SRAE_2000268200,19.12,23.44,55.92
SRAE_1000261300,14.57,6.13,10.15
SRAE_2000268100,53.68,130.49,180.84
SRAE_2000268000,18.92,31.60,60.35
SRAE_2000267900,9.87,30.09,60.90
SRAE_1000261200,15.61,5.38,28.06
SRAE_2000267800,17.14,59.43,134.44
SRAE_2000267700,27.68,125.95,190.87
SRAE_2000267600,22.57,13.63,16.68
SRAE_2000267500,131.17,676.41,1877.27
SRAE_2000267400,17.91,42.54,51.70
SRAE_1000261100,15.01,107.67,418.35
SRAE_1000261000,10.27,0.64,8.54
SRAE_2000267300,51.63,321.60,539.22
SRAE_1000260900,2.16,11.74,34.15
SRAE_2000267200,29.90,59.10,122.17
SRAE_2000267100,5.53,9.10,21.31
SRAE_1000260800,6.21,0.59,5.03
SRAE_1000260700,18.31,34.77,90.15
SRAE_2000267000,10.52,2.34,5.81
SRAE_1000260600,79.40,179.36,571.73
SRAE_2000266900,28.57,0.34,1.19
SRAE_1000260500,54.75,163.27,599.75
SRAE_1000260400,16.15,32.30,93.70
SRAE_2000266800,172.20,30.54,93.30
SRAE_2000266700,38.87,21.46,24.98
SRAE_2000266600,56.09,96.60,148.65
SRAE_1000260300,1.16,125.91,1128.49
SRAE_1000260200,20.73,77.19,583.65
SRAE_2000266500,109.01,262.18,337.05
SRAE_1000260100,16.33,38.30,63.85
SRAE_2000266400,10.60,4.95,9.31
SRAE_1000260000,28.57,10.70,64.66
SRAE_1000259900,11.69,0.95,0.00
SRAE_1000259800,30.19,25.12,113.30
SRAE_2000266300,40.79,23.84,37.02
SRAE_1000259700,6.63,11.30,41.42
SRAE_2000266200,100.62,11.88,18.60
SRAE_1000259600,11.41,7.78,23.18
SRAE_1000259500,26.50,52.27,237.43
SRAE_2000266100,21.82,5.74,9.34
SRAE_1000259400,14.11,49.11,135.15
SRAE_2000266000,67.01,17.05,29.66
SRAE_2000265900,71.41,33.54,42.43
SRAE_1000259350,37.46,17.43,28.85
SRAE_2000265800,137.97,102.06,162.01
SRAE_2000265700,19.09,39.33,37.29
SRAE_1000259300,4.60,23.47,65.52
SRAE_2000265600,84.65,105.05,114.70
SRAE_1000259200,159.18,466.17,2046.23
SRAE_2000265500,6.28,23.90,43.22
SRAE_2000265400,10.81,22.74,46.02
SRAE_1000259100,47.58,45.29,257.11
SRAE_2000265300,6.43,9.42,29.34
SRAE_1000259000,169.19,571.53,3909.93
SRAE_2000265200,16.23,35.23,75.17
SRAE_2000265100,142.86,125.12,219.67
SRAE_1000258900,22.23,23.65,155.43
SRAE_2000265000,15.01,11.98,25.73
SRAE_1000258800,6.21,3.47,11.27
SRAE_2000264900,9.50,0.68,11.19
SRAE_1000258700,10.65,12.84,55.04
SRAE_1000258600,6.62,44.52,88.40
SRAE_1000258500,8.36,3.91,9.42
SRAE_2000264800,19.62,41.21,53.87
SRAE_2000264700,3.58,11.92,34.49
SRAE_1000258400,20.86,70.59,281.05
SRAE_1000258300,1.36,0.51,5.09
SRAE_1000258200,2.86,0.81,16.07
SRAE_2000264600,5.52,4.32,14.74
SRAE_1000258100,22.71,10.29,29.51
SRAE_2000264500,55.38,49.72,59.95
SRAE_1000258000,44.58,1118.71,4186.03
SRAE_1000257900,17.97,21.77,123.81
SRAE_1000257800,8.33,4.40,9.03
SRAE_1000257700,50.31,37.37,133.42
SRAE_2000264400,7.54,6.85,10.40
SRAE_1000257600,36.43,96.80,357.17
SRAE_2000264300,21.16,15.24,17.80
SRAE_1000257500,2.01,3.92,12.98
SRAE_1000257400,13.91,31.30,40.18
SRAE_2000264200,17.22,9.98,5.67
SRAE_1000257300,32.78,82.32,272.44
SRAE_2000264100,76.92,184.12,152.64
SRAE_2000264000,4.36,14.49,18.77
SRAE_1000257200,330.87,248.63,178.21
SRAE_2000263900,23.47,53.04,45.43
SRAE_1000257100,0.55,2.92,3.62
SRAE_1000257000,9.04,25.29,102.69
SRAE_2000263800,43.82,34.85,58.03
SRAE_1000256900,19.81,32.02,109.35
SRAE_2000263700,70.22,44.50,89.77
SRAE_1000256800,7.71,1.15,0.00
SRAE_1000256700,56.09,36.99,90.29
SRAE_1000256600,52.97,176.01,773.58
SRAE_2000263600,16.91,11.99,26.98
SRAE_2000263500,34.81,36.99,46.08
SRAE_1000256500,11.20,90.56,108.76
SRAE_2000263400,20.79,50.90,49.68
SRAE_1000256400,3.47,0.19,0.00
SRAE_2000263300,10.07,75.69,105.43
SRAE_2000263200,3.88,19.01,6.46
SRAE_2000263100,13.79,4.57,10.29
SRAE_1000256300,4.16,3.05,15.37
SRAE_2000263000,1.17,9.99,14.04
SRAE_1000256200,3.84,13.88,59.04
SRAE_2000262900,5.62,23.48,72.32
SRAE_1000256100,1.53,11.47,46.88
SRAE_2000262800,22.66,142.79,212.81
SRAE_1000256000,3.38,22.28,113.05
SRAE_2000262700,15.23,36.32,51.51
SRAE_1000255900,31.50,60.60,301.89
SRAE_1000255800,33.16,269.12,1273.05
SRAE_2000262600,26.06,62.10,75.80
SRAE_1000255700,96.71,151.63,687.54
SRAE_2000262500,5.53,15.19,15.92
SRAE_1000255600,27.42,289.94,1178.90
SRAE_2000262400,5.54,33.11,30.21
SRAE_1000255500,40.46,11.90,51.35
SRAE_1000255400,39.27,14.50,52.44
SRAE_2000262300,65.14,63.56,61.87
SRAE_1000255300,17.91,6.19,30.75
SRAE_1000255200,6.37,13.67,54.77
SRAE_1000255100,1.04,0.00,0.00
SRAE_2000262200,54.56,37.30,48.54
SRAE_1000255000,17.87,84.20,492.64
SRAE_1000254900,36.80,8.78,20.77
SRAE_2000262100,74.51,74.97,65.99
SRAE_1000254800,24.00,61.59,158.27
SRAE_2000262000,185.03,146.25,263.64
SRAE_2000261900,15.73,12.04,20.22
SRAE_2000261800,19.74,62.53,91.40
SRAE_2000261700,9.80,44.46,30.02
SRAE_2000261600,178.53,150.42,156.05
SRAE_1000254700,10.09,8.90,43.57
SRAE_1000254600,10.09,24.64,214.30
SRAE_1000254500,77.84,170.41,769.38
SRAE_2000261500,2.97,1.37,2.41
SRAE_2000261400,19.48,42.64,87.95
SRAE_1000254400,8.34,12.86,74.02
SRAE_2000261300,7.58,35.00,65.81
SRAE_2000261200,15.52,14.42,49.01
SRAE_1000254300,2.12,0.64,0.00
SRAE_2000261100,0.29,2.64,0.00
SRAE_2000261000,2.27,2.25,7.02
SRAE_2000260900,1.79,1.69,2.37
SRAE_2000260800,2.86,5.85,4.64
SRAE_1000254200,21.63,18.27,50.77
SRAE_2000260700,40.75,58.81,44.26
SRAE_1000254100,19.56,0.32,14.14
SRAE_2000260600,13.33,31.16,51.96
SRAE_1000254000,8.18,0.00,0.00
SRAE_2000260500,12.57,9.26,19.83
SRAE_1000253900,9.08,1.67,3.32
SRAE_2000260400,13.55,59.60,88.47
SRAE_1000253800,20.24,29.04,103.25
SRAE_2000260300,4.90,0.00,0.00
SRAE_2000260200,1.98,0.93,1.97
SRAE_1000253700,15.89,14.54,74.09
SRAE_1000253600,0.98,6.60,17.59
SRAE_1000253500,18.22,2.79,79.50
SRAE_2000260100,19.39,54.42,65.39
SRAE_1000253400,40.48,84.61,337.88
SRAE_2000260000,74.22,45.98,44.96
SRAE_2000259900,5.92,25.22,33.31
SRAE_2000259800,41.21,80.67,113.58
SRAE_2000259700,79.83,54.49,90.64
SRAE_2000259600,16.39,21.94,12.19
SRAE_2000259500,14.96,30.52,36.66
SRAE_2000259400,2.81,4.71,11.53
SRAE_1000253300,0.73,3.84,8.33
SRAE_2000259300,34.07,20.64,30.20
SRAE_1000253200,13.75,77.99,449.25
SRAE_1000253100,18.73,9.03,31.51
SRAE_2000259200,17.99,23.80,26.15
SRAE_2000259100,20.60,7.47,10.88
SRAE_1000253000,51.51,27.71,171.69
SRAE_2000259000,14.39,10.67,14.16
SRAE_1000252900,10.84,0.54,0.00
SRAE_2000258900,20.36,27.37,47.60
SRAE_1000252800,20.94,2.51,34.26
SRAE_1000252700,63.33,10.63,105.53
SRAE_1000252600,37.22,15.95,33.94
SRAE_2000258800,18.12,8.96,9.18
SRAE_1000252500,27.05,40.87,181.56
SRAE_1000252400,156.46,23.01,55.15
SRAE_2000258700,15.28,19.69,34.56
SRAE_1000252300,6.53,1.99,13.15
SRAE_1000252200,4.56,32.65,214.98
SRAE_1000252100,0.44,7.51,4.66
SRAE_1000252000,181.42,764.77,4584.21
SRAE_1000251900,82.70,127.17,576.96
SRAE_1000251800,6.47,27.09,98.58
SRAE_1000251700,12.59,23.18,109.90
SRAE_2000258600,6.64,8.38,8.18
SRAE_1000251600,8.97,42.42,226.33
SRAE_2000258500,5.80,1.33,7.88
SRAE_2000258400,25.92,23.43,33.72
SRAE_1000251500,4.33,38.21,224.43
SRAE_1000251400,62.76,154.23,1241.63
SRAE_1000251300,15.11,11.34,65.96
SRAE_1000251200,37.41,18.50,137.76
SRAE_2000258300,8.37,23.77,49.05
SRAE_2000258200,11.56,15.24,18.80
SRAE_1000251100,11.43,48.36,198.63
SRAE_1000251000,13.95,14.68,67.23
SRAE_2000258100,27.62,119.39,177.25
SRAE_2000258000,7.59,42.97,50.80
SRAE_1000250900,18.20,9.31,44.71
SRAE_1000250800,12.78,0.80,0.00
SRAE_1000250700,2.47,13.94,41.21
SRAE_2000257900,1.93,0.00,0.00
SRAE_1000250600,9.68,6.23,30.93
SRAE_2000257800,13.71,63.04,42.47
SRAE_2000257700,9.21,50.72,99.48
SRAE_2000257600,16.14,85.12,128.11
SRAE_1000250500,0.66,1.26,9.90
SRAE_2000257500,2.66,5.70,8.86
SRAE_2000257400,1.33,0.62,0.88
SRAE_2000257300,10.83,77.52,90.23
SRAE_1000250400,18.16,50.41,311.65
SRAE_2000257200,5.14,4.43,11.44
SRAE_1000250300,1.35,1.61,7.10
SRAE_1000250200,14.27,69.59,337.56
SRAE_1000250100,3.86,4.10,26.87
SRAE_1000250000,0.98,4.42,16.96
SRAE_2000257100,8.98,35.03,40.19
SRAE_1000249900,6.01,3.11,96.47
SRAE_1000249800,15.86,123.24,569.71
SRAE_1000249700,2.68,4.01,23.43
SRAE_1000249600,16.87,7.11,10.86
SRAE_2000257000,126.80,77.28,105.27
SRAE_1000249500,41.85,101.81,397.04
SRAE_1000249400,3.47,0.37,0.00
