Name,iL3,hL3,lL3
SRAE_2000190900,61.03,18.30,35.78
SRAE_2000190800,12.25,81.87,82.33
SRAE_1000190600,46.08,73.28,198.95
SRAE_1000190500,2.64,3.00,5.76
SRAE_2000190700,125.03,393.85,735.59
SRAE_1000190400,0.56,7.74,25.43
SRAE_2000190600,9.84,18.38,14.85
SRAE_2000190500,28.08,21.17,23.51
SRAE_1000190300,10.02,59.21,209.29
SRAE_2000190400,42.50,142.49,219.17
SRAE_1000190200,18.40,15.75,47.42
SRAE_2000190300,85.02,397.82,670.88
SRAE_2000190200,7.70,66.50,76.49
SRAE_1000190100,10.03,17.06,56.19
SRAE_2000190100,1.58,4.08,3.00
SRAE_1000190000,4.40,60.89,349.72
SRAE_2000190000,0.79,0.13,0.00
SRAE_1000189900,2.13,0.54,0.00
SRAE_2000189900,3.32,2.85,5.45
SRAE_1000189800,0.21,0.00,2.71
SRAE_1000189700,0.30,0.50,15.87
SRAE_2000189800,7.57,29.07,28.92
SRAE_2000189700,3.70,0.00,0.00
SRAE_2000189600,11.44,30.41,33.52
SRAE_1000189600,18.31,27.94,132.43
SRAE_2000189500,13.50,13.38,20.84
SRAE_1000189500,21.71,17.89,35.52
SRAE_1000189400,47.37,44.33,226.75
SRAE_2000189400,72.09,55.09,76.89
SRAE_2000189300,105.73,455.83,523.75
SRAE_2000189200,31.44,76.66,95.96
SRAE_1000189300,5.94,11.06,27.28
SRAE_2000189100,13.02,51.39,61.03
SRAE_2000189000,0.75,5.53,11.80
SRAE_2000188900,2.96,3.20,16.21
SRAE_1000189250,16.23,58.13,199.07
SRAE_1000189200,22.92,112.24,509.56
SRAE_2000188800,2.17,1.07,12.55
SRAE_1000189100,19.83,7.13,23.60
SRAE_1000189000,2.75,3.43,17.62
SRAE_1000188900,325.20,2.76,135.26
SRAE_2000188700,1.58,2.24,4.62
SRAE_2000188600,17.46,26.15,42.04
SRAE_2000188500,64.36,91.68,186.73
SRAE_1000188800,154.86,109.27,768.10
SRAE_1000188700,14.84,11.22,14.85
SRAE_2000188450,10.34,47.15,57.84
SRAE_1000188600,0.35,2.92,42.74
SRAE_1000188500,2.55,33.39,125.08
SRAE_2000188400,27.85,23.08,38.95
SRAE_2000188300,3.20,5.69,6.66
SRAE_1000188400,82.54,388.85,2228.07
SRAE_2000188200,60.92,95.65,191.20
SRAE_1000188300,10.27,12.77,63.37
SRAE_2000188100,40.30,38.95,33.10
SRAE_2000188000,13.83,6.38,17.08
SRAE_1000188200,110.28,253.18,992.31
SRAE_2000187900,4.90,4.24,3.13
SRAE_2000187800,15.99,23.90,31.14
SRAE_2000187700,7.30,0.82,2.52
SRAE_1000188100,4.74,20.23,82.40
SRAE_1000188000,15.68,1.98,15.19
SRAE_2000187600,15.59,10.94,10.85
SRAE_1000187900,5.22,27.34,71.91
SRAE_1000187800,28.97,115.30,752.04
SRAE_1000187700,7.98,53.56,165.35
SRAE_1000187600,28.77,107.92,347.40
SRAE_1000187500,12.63,26.44,133.04
SRAE_2000187500,3.54,1.46,2.40
SRAE_2000187400,107.33,359.60,877.56
SRAE_2000187300,1.26,1.94,1.43
SRAE_2000187200,3.49,1.56,8.45
SRAE_2000187100,22.88,42.50,57.72
SRAE_2000187000,56.83,39.31,65.50
SRAE_2000186900,151.26,433.14,604.00
SRAE_2000186800,78.65,306.93,314.47
SRAE_2000186700,1.65,0.11,0.00
SRAE_1000187400,7.21,13.91,44.04
SRAE_1000187300,8.95,0.84,25.11
SRAE_2000186600,2.69,1.59,1.78
SRAE_1000187200,47.36,127.66,453.90
SRAE_2000186500,8.80,9.11,12.97
SRAE_1000187100,1.76,0.91,6.01
SRAE_2000186400,17.22,59.86,55.33
SRAE_2000186300,50.41,156.27,245.58
SRAE_2000186200,4.47,16.81,44.52
SRAE_1000187000,18.89,6.64,28.08
SRAE_2000186100,9.01,7.04,11.53
SRAE_1000186900,41.98,241.08,862.76
SRAE_2000186000,13.60,19.58,24.84
SRAE_2000185900,5.75,43.98,65.54
SRAE_1000186800,8.71,14.48,60.58
SRAE_1000186700,178.66,549.43,2104.54
SRAE_1000186600,131.23,160.25,936.21
SRAE_2000185800,0.56,2.88,3.97
SRAE_1000186500,45.68,53.40,195.66
SRAE_2000185700,8.53,39.98,87.54
SRAE_2000185600,0.74,0.56,0.49
SRAE_1000186400,19.59,49.90,274.97
SRAE_2000185500,3.61,6.52,11.22
SRAE_1000186300,19.09,17.22,66.16
SRAE_2000185400,3.37,4.79,4.67
SRAE_1000186200,88.18,117.04,1124.32
SRAE_1000186100,34.05,26.77,81.43
SRAE_2000185300,12.57,30.24,31.73
SRAE_2000185200,3.85,0.13,2.75
SRAE_1000186000,4.00,3.51,3.63
SRAE_1000185900,100.80,79.26,291.28
SRAE_2000185100,51.18,54.71,44.33
SRAE_2000185000,7.59,19.17,23.19
SRAE_1000185800,10.33,29.15,95.21
SRAE_2000184900,38.75,109.63,126.82
SRAE_1000185700,66.34,17.12,59.00
SRAE_2000184800,4.40,3.17,4.54
SRAE_1000185600,33.57,11.61,52.90
SRAE_2000184700,5.26,36.18,82.57
SRAE_2000184600,2.46,37.77,113.69
SRAE_1000185500,6.68,11.81,40.87
SRAE_1000185400,31.46,22.26,164.07
SRAE_2000184500,51.10,124.75,217.04
SRAE_1000185300,31.49,28.72,149.15
SRAE_1000185200,9.78,33.07,164.15
SRAE_2000184400,3.89,21.94,50.32
SRAE_2000184300,14.22,22.41,37.47
SRAE_1000185100,14.40,3.60,7.48
SRAE_2000184200,19.82,4.19,3.98
SRAE_1000185000,15.10,14.14,78.48
SRAE_2000184100,11.96,31.56,66.22
SRAE_1000184900,84.06,282.91,626.98
SRAE_2000184000,12.05,26.69,55.31
SRAE_2000183900,46.12,39.19,66.17
SRAE_2000183800,34.03,87.21,167.48
SRAE_1000184800,75.20,83.55,314.98
SRAE_2000183700,15.17,55.51,94.14
SRAE_2000183600,35.37,228.48,380.98
SRAE_1000184700,39.87,17.25,71.80
SRAE_2000183500,4.63,5.66,7.74
SRAE_2000183400,2.63,6.93,15.65
SRAE_2000183300,9.40,73.12,74.30
SRAE_1000184600,228.29,417.31,1987.29
SRAE_1000184500,33.56,41.55,165.97
SRAE_2000183200,8.13,20.85,59.66
SRAE_1000184400,8.64,10.43,73.44
SRAE_2000183100,124.19,517.36,1493.65
SRAE_1000184300,25.14,79.97,214.30
SRAE_1000184200,16.12,17.52,101.64
SRAE_2000183000,46.86,50.04,49.30
SRAE_1000184100,71.58,48.40,226.45
SRAE_2000182900,21.08,28.10,41.24
SRAE_1000184000,40.92,17.01,101.13
SRAE_2000182800,30.82,94.01,91.80
SRAE_2000182700,2.96,9.35,20.93
SRAE_1000183900,8.23,36.07,168.19
SRAE_2000182600,2.40,3.20,9.31
SRAE_1000183800,172.05,635.62,2492.27
SRAE_1000183700,37.60,64.66,125.49
SRAE_2000182500,5.84,14.38,13.24
SRAE_2000182400,43.27,93.80,193.52
SRAE_2000182300,14.66,61.92,75.87
SRAE_1000183600,19.50,24.03,106.39
SRAE_2000182200,22.93,34.86,57.93
SRAE_1000183500,21.16,15.04,52.97
SRAE_2000182100,5.17,1.36,2.02
SRAE_2000182000,27.82,41.76,81.17
SRAE_2000181900,61.73,157.00,436.97
SRAE_1000183400,8.37,3.95,24.68
SRAE_2000181800,350.96,35.97,44.38
SRAE_2000181700,233.80,188.87,366.27
SRAE_1000183300,13.64,38.57,150.97
SRAE_2000181600,389.68,502.94,914.01
SRAE_2000181500,11878.79,770.60,474.61
SRAE_2000181400,4531.48,700.48,861.76
SRAE_1000183100,5.85,662.23,3230.89
SRAE_2000181300,458.85,102.77,146.30
SRAE_1000183000,19.45,30.45,74.26
SRAE_1000182900,3.91,116.95,808.19
SRAE_2000181200,3.88,0.76,0.27
SRAE_1000182910,1.84,310.95,2606.28
SRAE_1000182800,1.79,165.52,1558.54
SRAE_2000181100,8.36,32.88,80.14
SRAE_2000181000,157.18,796.19,948.33
SRAE_1000182700,2.64,172.91,1591.88
SRAE_2000180900,11.96,26.19,52.91
SRAE_1000182600,0.68,151.42,1515.86
SRAE_1000182500,0.42,36.28,347.41
SRAE_2000180800,13.98,58.28,88.91
SRAE_2000180700,675.42,528.46,751.43
SRAE_2000180600,31.60,46.79,53.37
SRAE_2000180500,29.05,72.55,144.55
SRAE_2000180400,34.71,121.92,175.26
SRAE_2000180300,30.91,20.19,29.99
SRAE_2000180200,18.50,106.89,68.91
SRAE_2000180100,45.43,87.30,86.71
SRAE_1000182400,1.56,25.67,202.77
SRAE_2000180000,15.35,95.04,151.16
SRAE_1000182300,0.95,58.82,462.53
SRAE_1000182200,11.58,19.88,82.83
SRAE_2000179900,0.90,4.47,2.09
SRAE_1000182100,273.97,76.34,294.01
SRAE_1000182000,46.67,81.79,640.39
SRAE_2000179800,3.63,0.00,0.97
SRAE_2000179700,2.35,1.55,0.00
SRAE_1000181900,6.17,53.37,254.09
SRAE_1000181800,2.95,14.10,54.79
SRAE_2000179600,5.28,18.03,13.46
SRAE_2000179500,22.52,107.72,227.68
SRAE_1000181700,67.41,301.13,792.86
SRAE_1000181600,80.97,254.50,959.41
SRAE_2000179400,34.48,27.82,57.03
SRAE_1000181500,3.20,12.86,42.90
SRAE_1000181400,16.50,80.73,452.69
SRAE_1000181300,28.70,58.83,368.33
SRAE_2000179300,33.79,60.66,126.42
SRAE_1000181200,253.34,287.22,1035.45
SRAE_2000179200,148.03,537.81,1454.87
SRAE_1000181100,21.00,21.71,111.30
SRAE_2000179100,8.14,6.80,19.11
SRAE_1000181000,206.61,173.53,832.24
SRAE_2000179000,6.87,3.79,0.00
SRAE_1000180900,37.72,27.91,83.30
SRAE_1000180800,22.81,67.76,238.62
SRAE_1000180700,59.13,119.65,596.05
SRAE_2000178900,106.98,178.95,328.75
SRAE_1000180600,26.96,52.80,350.65
SRAE_2000178800,12.02,7.97,13.30
SRAE_1000180500,26.22,104.51,408.46
SRAE_1000180400,15.23,20.52,103.48
SRAE_2000178700,0.73,76.45,80.53
SRAE_2000178600,6.48,10.02,19.70
SRAE_1000180300,14.92,1.12,0.00
SRAE_1000180200,256.42,43.10,175.54
SRAE_1000180100,6.38,35.85,106.64
SRAE_1000180000,12.75,0.39,3.88
SRAE_2000178500,45.40,91.78,130.21
SRAE_1000179900,29.59,29.71,143.50
SRAE_1000179800,31.38,23.44,123.63
SRAE_2000178400,17.96,3.92,2.93
SRAE_2000178300,3.44,19.05,38.22
SRAE_1000179700,32.80,12.30,114.24
SRAE_2000178200,1.71,4.05,9.86
SRAE_2000178100,19.32,8.08,27.89
SRAE_2000178000,108.13,260.34,282.35
SRAE_1000179600,40.59,59.80,222.99
SRAE_1000179500,1.53,0.22,0.00
SRAE_1000179400,83.61,119.18,393.14
SRAE_2000177900,13.73,75.37,95.84
SRAE_1000179300,144.14,115.98,755.64
SRAE_2000177800,5.63,17.91,23.10
SRAE_1000179200,21.79,83.66,453.33
SRAE_2000177700,8.73,10.53,11.55
SRAE_2000177600,2.32,6.46,9.75
SRAE_1000179100,24.55,7.23,39.53
SRAE_2000177500,11.26,43.97,36.09
SRAE_1000179000,72.15,114.46,321.45
SRAE_2000177400,50.39,31.55,61.86
SRAE_1000178900,48.85,37.65,224.27
SRAE_1000178800,32.40,29.18,78.79
SRAE_2000177300,13.50,15.60,22.96
SRAE_1000178700,87.95,33.02,159.92
SRAE_2000177200,14.27,37.25,35.47
SRAE_2000177100,26.33,0.25,7.02
SRAE_2000177000,7.26,1.57,1.22
SRAE_1000178600,17.33,32.71,134.82
SRAE_2000176900,4.36,0.45,0.00
SRAE_1000178500,643.62,452.36,787.43
SRAE_2000176800,11.95,57.59,112.26
SRAE_2000176700,24.50,56.06,100.26
SRAE_2000176600,13.37,3.48,10.31
SRAE_1000178400,4.35,5.73,19.95
SRAE_1000178300,203.03,269.12,769.28
SRAE_1000178200,15.19,125.05,426.67
SRAE_2000176500,7.44,27.10,22.73
SRAE_1000178100,11.23,15.95,70.68
SRAE_1000178000,2.68,3.85,18.80
SRAE_2000176400,11.55,38.68,47.86
SRAE_1000177900,5.32,57.35,247.45
SRAE_1000177800,3.18,1.89,0.00
SRAE_2000176300,12.01,53.92,46.46
SRAE_1000177700,48.14,112.63,370.00
SRAE_1000177600,29.05,43.37,72.76
SRAE_1000177500,76.57,107.79,711.63
SRAE_2000176200,13.37,13.99,15.15
SRAE_2000176100,5.72,14.34,22.27
SRAE_2000176000,20.00,94.13,147.00
SRAE_2000175900,30.69,29.65,59.87
SRAE_1000177400,66.41,65.06,177.56
SRAE_1000177300,247.66,85.81,336.40
SRAE_2000175800,2.11,0.82,0.17
SRAE_2000175700,35.48,227.04,365.37
SRAE_1000177200,27.52,5.36,59.53
SRAE_2000175600,2.51,5.76,8.48
SRAE_1000177100,20.75,4.56,0.00
SRAE_2000175500,2.13,6.57,18.95
SRAE_1000177000,66.45,10.84,75.55
SRAE_2000175400,4.20,18.38,49.16
SRAE_1000176900,2.74,2.65,3.59
SRAE_2000175300,35.94,64.65,107.73
SRAE_2000175200,12.43,1.20,46.32
SRAE_1000176800,14.44,32.34,206.81
SRAE_2000175100,14.81,35.86,53.61
SRAE_1000176700,29.44,48.27,129.38
SRAE_1000176600,33.34,26.05,121.37
SRAE_2000175000,20.61,37.23,68.94
SRAE_2000174900,423.32,163.78,277.60
SRAE_2000174800,11.79,2.61,23.58
SRAE_1000176500,75.70,79.79,241.09
SRAE_2000174700,3.04,23.19,21.61
SRAE_1000176400,8.61,38.39,108.33
SRAE_1000176300,8.04,17.12,77.59
SRAE_2000174600,20.21,53.96,87.81
SRAE_1000176200,10.12,61.06,158.46
SRAE_2000174500,6.53,9.76,14.44
SRAE_2000174400,167.99,592.52,1245.40
SRAE_2000174300,42.20,111.80,153.96
SRAE_1000176100,19.54,9.82,48.06
SRAE_2000174200,237.03,344.14,913.48
SRAE_2000174100,50.21,141.60,180.08
SRAE_1000176000,78.65,96.83,360.97
SRAE_2000174000,8.95,28.05,43.63
SRAE_1000175900,14.82,22.97,61.53
SRAE_2000173900,3.72,4.36,21.05
SRAE_2000173800,1.15,2.28,2.67
SRAE_2000173700,21.73,27.67,62.01
SRAE_2000173600,5.78,34.60,70.15
SRAE_1000175800,20.89,54.58,143.02
SRAE_2000173500,5.63,18.67,18.66
SRAE_2000173400,0.50,4.77,2.89
SRAE_1000175700,4.20,13.22,69.19
SRAE_2000173300,2033.37,4921.92,9934.50
SRAE_1000175600,1.81,0.16,0.00
SRAE_2000173200,24.43,81.87,110.96
SRAE_1000175500,20.10,7.71,41.07
SRAE_1000175400,43.67,8.47,24.02
SRAE_1000175300,45.93,124.08,553.97
SRAE_1000175200,24.40,66.03,252.90
SRAE_2000173100,51.54,60.87,53.67
SRAE_1000175100,20.98,6.67,62.40
SRAE_1000175000,6.36,8.38,46.16
SRAE_1000174900,4.64,32.73,121.54
SRAE_1000174800,25.12,1.37,3.39
SRAE_2000173000,31.43,143.55,146.14
SRAE_1000174700,9.42,11.38,49.91
SRAE_2000172900,23.92,65.98,97.95
SRAE_1000174600,35.86,24.27,170.34
SRAE_2000172800,13.91,1.76,3.72
SRAE_1000174500,1.90,0.94,0.00
SRAE_2000172700,18.64,47.94,44.42
SRAE_1000174400,5.05,8.81,48.22
SRAE_1000174300,70.21,23.00,96.61
SRAE_2000172600,68.80,63.88,62.70
SRAE_1000174200,11.82,46.29,130.96
SRAE_1000174100,21.36,16.43,93.72
SRAE_2000172500,8.33,9.33,11.59
SRAE_1000174000,50.88,165.03,864.57
SRAE_2000172400,14.28,31.67,47.03
SRAE_1000173900,37.16,81.80,398.54
SRAE_2000172300,8.98,40.60,62.97
SRAE_1000173800,22.32,56.16,191.84
SRAE_2000172200,18.19,55.10,79.20
SRAE_2000172100,8.01,6.75,20.53
SRAE_1000173700,51.17,247.16,701.10
SRAE_1000173600,183.97,111.88,420.29
SRAE_1000173500,6.04,9.41,61.55
SRAE_2000172000,19.99,64.81,116.92
SRAE_2000171900,38.32,61.81,95.61
SRAE_2000171800,7.56,18.75,22.45
SRAE_2000171700,18.55,66.36,130.64
SRAE_1000173400,18.33,8.82,37.62
SRAE_2000171600,22.84,116.14,169.90
SRAE_2000171500,28.21,2398.87,3428.52
SRAE_2000171400,3.71,30.57,35.43
SRAE_2000171300,42.88,99.31,177.39
SRAE_2000171200,14.01,26.29,53.11
SRAE_1000173350,18.24,7.04,23.29
SRAE_2000171100,55.80,556.96,443.29
SRAE_1000173300,9.70,77.53,203.94
SRAE_1000173200,14.94,1.37,539.15
SRAE_2000171000,17.25,47.18,45.45
SRAE_1000173100,25.38,40.65,263.28
SRAE_2000170900,2.44,9.65,19.12
SRAE_2000170800,7.42,18.90,40.78
SRAE_1000173000,31.68,75.23,284.96
SRAE_1000172900,40.53,3.78,23.29
SRAE_2000170700,877.62,354.29,841.08
SRAE_1000172800,101.27,205.60,745.98
SRAE_2000170600,3.38,3.59,5.87
SRAE_2000170500,7.94,23.96,39.20
SRAE_2000170400,17.42,43.56,66.21
SRAE_1000172700,2.91,1.02,15.23
SRAE_1000172600,55.15,66.11,195.83
SRAE_2000170300,0.33,0.51,0.30
SRAE_2000170200,14.89,1.39,1.78
SRAE_2000170100,4.34,1.10,3.87
SRAE_1000172500,29.62,160.85,364.59
SRAE_1000172400,14.77,4.46,25.62
SRAE_2000170000,12.07,8.07,17.01
SRAE_1000172300,45.67,10.79,29.38
SRAE_2000169900,28.01,62.04,152.00
SRAE_2000169800,24.42,55.70,99.33
SRAE_2000169700,27.46,13.31,18.08
SRAE_1000172200,6.22,0.00,5.09
SRAE_2000169600,8.35,19.82,14.70
SRAE_1000172100,38.54,51.34,202.86
SRAE_2000169500,47.46,104.25,133.42
SRAE_2000169400,6.18,0.25,0.00
SRAE_1000172000,12.17,17.26,68.96
SRAE_2000169300,55.12,56.55,101.33
SRAE_2000169200,528.91,1213.84,2585.34
SRAE_1000171900,120.50,114.58,172.20
SRAE_2000169100,42.27,74.10,92.08
SRAE_1000171800,4.79,10.05,31.86
SRAE_2000169000,25.52,36.44,40.15
SRAE_1000171700,9.02,12.11,59.04
SRAE_2000168900,37.52,80.33,248.68
SRAE_2000168800,56.82,230.95,324.98
SRAE_2000168700,164.67,188.87,372.87
SRAE_1000171600,9.93,15.51,57.14
SRAE_2000168600,9.69,10.71,22.44
SRAE_2000168500,52.43,223.56,443.27
SRAE_1000171500,3.87,6.39,120.46
SRAE_1000171400,11.73,13.21,67.44
SRAE_2000168400,4.22,2.55,2.99
SRAE_1000171300,6.37,7.00,59.53
SRAE_2000168300,2.36,4.47,8.03
SRAE_1000171200,22.92,29.72,257.16
SRAE_1000171100,18.33,22.13,130.13
SRAE_2000168200,36.29,99.78,134.67
SRAE_2000168100,20.88,37.44,119.88
SRAE_1000171000,9.28,36.06,92.98
SRAE_1000170900,4.40,3.40,5.95
SRAE_2000168000,8.62,7.03,16.24
SRAE_1000170800,0.30,0.00,0.00
SRAE_2000167900,23.42,92.44,101.60
SRAE_2000167800,11.24,32.54,80.32
SRAE_1000170700,1.78,0.56,12.20
SRAE_1000170600,3.24,0.00,0.00
SRAE_2000167700,3.59,18.60,30.97
SRAE_1000170500,0.38,0.00,0.00
SRAE_2000167600,24.02,67.45,129.76
SRAE_2000167500,12.07,99.62,139.28
SRAE_1000170400,20.29,109.71,619.87
SRAE_2000167400,28.51,133.05,224.98
SRAE_1000170300,67.21,104.61,413.03
SRAE_1000170200,51.37,77.26,343.03
SRAE_2000167300,9.88,30.28,32.58
SRAE_2000167200,3.34,10.79,9.37
SRAE_1000170100,2.66,17.48,38.61
SRAE_1000170000,11.66,26.88,96.97
SRAE_1000169900,11.64,16.34,58.98
SRAE_2000167100,3.05,0.00,0.00
SRAE_2000167000,30.13,10.10,10.47
SRAE_1000169800,19.97,25.06,42.98
SRAE_2000166900,8.77,49.04,77.77
SRAE_1000169700,94.43,83.96,357.79
SRAE_2000166800,8.18,31.75,58.65
SRAE_1000169600,20.46,61.39,233.47
SRAE_2000166700,16.92,1.00,7.02
SRAE_2000166600,44.68,59.80,62.75
SRAE_1000169500,22.16,33.11,112.30
SRAE_1000169400,28.27,81.56,239.87
SRAE_1000169300,40.49,105.17,427.06
SRAE_1000169200,6.05,16.79,13.67
SRAE_2000166500,3.92,45.77,60.07
SRAE_2000166400,20.70,88.70,131.77
SRAE_2000166300,46.79,128.91,148.26
SRAE_1000169100,1.02,0.38,4.76
SRAE_1000169000,0.00,0.34,40.69
SRAE_2000166200,41.00,84.75,110.78
SRAE_2000166100,89.71,150.47,273.30
SRAE_1000168900,1.20,2.71,7.21
SRAE_2000166000,5.92,19.50,26.25
SRAE_2000165900,24.67,261.51,203.55
SRAE_1000168800,10.64,24.36,71.30
SRAE_1000168700,6.14,39.54,191.45
SRAE_1000168600,7.97,30.63,73.12
SRAE_2000165800,16.16,7.09,12.74
SRAE_1000168500,16.80,1.41,0.00
SRAE_2000165700,9.47,8.77,9.33
SRAE_2000165600,179.67,17.99,30.49
SRAE_2000165500,20.02,5.32,2.93
SRAE_1000168400,0.62,1.08,4.70
SRAE_2000165400,37.10,8.66,16.97
SRAE_2000165300,9.64,3.78,4.22
SRAE_1000168300,13.25,63.00,211.23
SRAE_1000168200,2.33,5.74,43.75
SRAE_2000165200,5.79,8.72,30.62
SRAE_1000168100,30.64,103.13,220.54
SRAE_1000168000,44.40,266.03,1467.95
SRAE_1000167900,5.31,159.47,556.35
SRAE_1000167800,7.73,1.88,20.53
SRAE_2000165100,35.77,39.79,62.47
SRAE_1000167700,11.24,1.78,6.42
SRAE_1000167600,12.18,1.75,9.28
SRAE_2000165000,91.07,63.93,81.34
SRAE_2000164900,35.36,40.31,47.96
SRAE_2000164800,14.61,12.54,14.77
SRAE_1000167500,35.24,56.51,226.52
SRAE_2000164700,55.13,71.47,86.65
SRAE_1000167400,12.33,19.50,122.64
SRAE_2000164600,32.50,26.21,42.23
SRAE_1000167300,20.09,77.18,292.23
SRAE_1000167200,46.46,71.95,292.46
SRAE_2000164500,24.43,65.71,95.30
SRAE_1000167100,17.24,6.49,10.75
SRAE_2000164400,142.32,456.90,814.18
SRAE_1000167000,5.06,15.76,70.23
SRAE_2000164350,45.78,73.17,157.37
SRAE_2000164300,21.06,11.65,18.86
SRAE_2000164200,6.67,14.25,24.48
SRAE_2000164100,18.88,83.03,136.68
SRAE_1000166900,177.51,194.17,596.91
SRAE_2000164000,13.23,49.59,73.11
SRAE_2000163900,112.94,303.18,455.65
SRAE_2000163800,5.97,23.44,44.95
SRAE_2000163700,2.30,9.75,15.98
SRAE_2000163600,7.26,3.87,2.15
SRAE_1000166800,9.24,85.90,377.19
SRAE_2000163500,4.55,17.63,24.32
SRAE_1000166700,21.44,36.06,216.36
SRAE_2000163400,274.31,76.29,44.43
SRAE_2000163300,25.77,62.37,114.84
SRAE_2000163200,17.03,6.79,6.63
SRAE_2000163100,26.16,13.93,20.00
SRAE_2000163000,35.74,74.83,117.48
SRAE_2000162900,8.70,38.00,41.96
SRAE_2000162800,38.24,110.32,145.66
SRAE_2000162700,30.74,62.32,67.74
SRAE_2000162600,17.16,43.04,70.86
SRAE_2000162500,8.58,12.19,16.81
SRAE_1000166600,1.66,0.14,3.00
SRAE_2000162400,8.13,21.86,18.20
SRAE_1000166500,4.23,0.13,0.00
SRAE_2000162300,22.71,30.36,37.80
SRAE_1000166400,25.09,38.27,89.80
SRAE_1000166300,68.96,207.68,971.18
SRAE_2000162200,9.56,22.12,26.14
SRAE_2000162100,2.34,20.68,25.04
SRAE_1000166200,7.06,24.22,52.12
SRAE_1000166100,8.66,75.41,473.93
SRAE_1000166000,28.44,34.77,143.90
SRAE_2000162000,12.62,24.43,36.01
SRAE_1000165900,10.17,26.65,141.33
SRAE_1000165800,17.06,67.69,309.58
SRAE_2000161900,2.25,1.13,2.38
SRAE_2000161800,49.29,26.57,54.55
SRAE_2000161700,63.45,79.39,136.20
SRAE_1000165700,20.97,2.86,10.45
SRAE_2000161600,35.05,64.11,70.57
SRAE_2000161500,24.58,218.18,283.55
SRAE_2000161400,14.45,9.53,6.95
SRAE_2000161300,39.45,197.37,299.71
SRAE_2000161200,152.21,177.83,427.79
SRAE_2000161100,1.28,0.98,0.00
SRAE_1000165600,82.10,10.68,63.83
SRAE_2000161000,2.81,1.93,0.57
SRAE_1000165500,208.68,136.90,519.63
SRAE_2000160900,3.73,4.17,12.04
SRAE_1000165400,38.51,32.47,87.76
SRAE_1000165300,22.12,6.39,27.87
SRAE_2000160800,2.15,16.89,30.97
SRAE_1000165200,32.19,128.79,571.46
SRAE_2000160700,1.23,1.57,3.88
SRAE_1000165100,20.53,68.21,323.52
SRAE_1000165000,3.47,8.43,31.09
SRAE_2000160600,1.39,29.60,43.69
SRAE_2000160500,20.70,409.48,1056.68
SRAE_1000164900,9.77,30.46,181.46
SRAE_2000160400,4.32,1.05,53.16
SRAE_1000164800,6.12,49.23,190.55
SRAE_1000164700,5.49,9.87,37.02
SRAE_1000164600,63.42,227.40,871.83
SRAE_2000160300,10.86,6.87,10.95
SRAE_1000164500,13.85,10.19,42.08
SRAE_1000164400,34.57,116.30,729.01
SRAE_2000160200,14.21,6.45,11.15
SRAE_1000164300,66.25,164.46,669.19
SRAE_1000164200,28.55,171.48,754.81
SRAE_2000160100,36.52,46.96,98.34
SRAE_1000164100,3.58,2.36,3.35
SRAE_2000160000,33.05,13.87,16.79
SRAE_1000164000,54.22,193.25,815.50
SRAE_1000163900,1994.66,508.03,835.55
SRAE_1000163800,1985.30,507.05,850.81
SRAE_1000163700,33.44,41.79,127.40
SRAE_2000159900,57.51,109.93,110.11
SRAE_2000159800,32.34,4.03,11.08
SRAE_2000159700,27.11,2.19,11.55
SRAE_1000163600,14.86,6.69,23.68
SRAE_2000159600,19.32,13.04,20.30
SRAE_2000159500,104.54,156.43,250.83
SRAE_2000159400,32.15,51.85,62.44
SRAE_1000163500,1.95,0.73,2.77
SRAE_1000163400,7.59,1.25,2.61
SRAE_1000163300,64.30,80.22,530.96
SRAE_2000159300,4.71,2.19,5.32
SRAE_1000163200,22.10,69.15,200.20
SRAE_2000159200,7.52,43.85,76.82
SRAE_1000163100,371.01,262.62,1004.03
SRAE_1000163000,10.50,11.69,19.64
SRAE_2000159100,4.82,11.99,27.43
SRAE_2000159000,2.63,0.91,8.96
SRAE_1000162900,9.10,18.57,55.52
SRAE_1000162800,6.04,20.09,115.39
SRAE_2000158900,76.92,7.55,14.17
SRAE_1000162700,1.63,3.40,15.76
SRAE_1000162600,14.79,36.33,127.31
SRAE_1000162500,37.51,45.66,271.31
SRAE_2000158800,39.71,45.13,31.87
SRAE_1000162400,50.45,119.28,449.84
SRAE_2000158700,8.97,0.97,2.54
SRAE_2000158600,5.75,19.03,26.40
SRAE_1000162300,40.95,120.77,606.13
SRAE_2000158500,8.03,7.02,9.57
SRAE_1000162200,1.98,5.55,64.06
SRAE_1000162100,21.13,32.50,167.03
SRAE_1000162000,65.85,140.99,511.22
SRAE_1000161900,36.11,51.74,120.76
SRAE_1000161800,1.55,1.16,0.92
SRAE_1000161700,0.00,0.63,0.00
SRAE_2000158400,13.56,48.29,43.41
SRAE_2000158300,17.30,44.47,90.65
SRAE_1000161600,5.03,6.41,16.45
SRAE_1000161500,4.92,0.52,12.88
SRAE_2000158200,4.63,21.81,17.24
SRAE_2000158100,5.08,0.00,0.65
SRAE_1000161400,6.54,19.92,79.22
SRAE_2000158000,26.25,15.02,40.22
SRAE_1000161300,672.26,54.66,166.99
SRAE_2000157900,40.06,18.94,28.00
SRAE_2000157800,10.67,41.98,43.80
SRAE_1000161200,22.44,16.34,70.15
SRAE_1000161100,72.41,99.51,404.99
SRAE_1000161000,136.09,144.62,658.20
SRAE_2000157700,16.79,125.27,111.46
